"Date","SP500","NASDAQ","DowJones","FTSE100","DAX","CAC40","Nikkei225","HangSeng","SSEComposite","KOSPI","Sensex"
2007-05-31,1530.61999511719,2604.52001953125,13627.6396484375,6621.5,7883.0400390625,6104,17875.75,20634.470703125,4109.65380859375,1700.91003417969,14544.4599609375
2007-06-30,1503.34997558594,2603.22998046875,13408.6201171875,6607.89990234375,8007.31982421875,6054.93017578125,18138.359375,21772.73046875,3820.70288085938,1743.59997558594,14650.509765625
2007-07-31,1455.27001953125,2546.27001953125,13211.990234375,6360.10009765625,7584.14013671875,5751.080078125,17248.890625,23184.939453125,4471.0322265625,1933.27001953125,15550.990234375
2007-08-31,1473.98999023438,2596.36010742188,13357.740234375,6303.2998046875,7638.169921875,5662.7001953125,16569.08984375,23984.140625,5218.8251953125,1873.23999023438,15318.599609375
2007-09-30,1526.75,2701.5,13895.6298828125,6466.7998046875,7861.509765625,5715.68994140625,16785.689453125,27142.470703125,5552.30078125,1946.47998046875,17291.099609375
2007-10-31,1549.38000488281,2859.1201171875,13930.009765625,6721.60009765625,8019.22021484375,5847.9501953125,16737.630859375,31352.580078125,5954.76513671875,2064.85009765625,19837.990234375
2007-11-30,1481.14001464844,2660.9599609375,13371.7197265625,6432.5,7870.52001953125,5670.56982421875,15680.669921875,28643.609375,4871.77783203125,1906,19363.189453125
2007-12-31,1468.35998535156,2652.28002929688,13264.8203125,6456.89990234375,8067.31982421875,5614.080078125,15307.7802734375,27812.650390625,5261.56298828125,1897.13000488281,20286.990234375
2008-01-31,1378.55004882812,2389.86010742188,12650.3603515625,5879.7998046875,6851.75,4869.7900390625,13592.4697265625,23455.740234375,4383.39306640625,1624.68005371094,17648.7109375
2008-02-29,1330.63000488281,2271.47998046875,12266.3896484375,5884.2998046875,6748.1298828125,4790.66015625,13603.01953125,24331.669921875,4348.54296875,1711.61999511719,17578.720703125
2008-03-31,1322.69995117188,2279.10009765625,12262.8896484375,5702.10009765625,6534.97021484375,4707.06982421875,12525.5400390625,22849.19921875,3472.712890625,1703.98999023438,15644.4404296875
2008-04-30,1385.58996582031,2412.80004882812,12820.1298828125,6087.2998046875,6948.81982421875,4996.5400390625,13849.990234375,25755.349609375,3693.10595703125,1825.46997070312,17287.310546875
2008-05-31,1400.38000488281,2522.65991210938,12638.3203125,6053.5,7096.7900390625,5014.27978515625,14338.5400390625,24533.119140625,3433.35400390625,1852.02001953125,16415.5703125
2008-06-30,1280,2292.97998046875,11350.009765625,5625.89990234375,6418.31982421875,4434.85009765625,13481.3798828125,22102.009765625,2736.10302734375,1674.92004394531,13461.599609375
2008-07-31,1267.38000488281,2325.55004882812,11378.01953125,5411.89990234375,6479.56005859375,4392.35986328125,13376.8095703125,22731.099609375,2775.71704101562,1594.67004394531,14355.75
2008-08-31,1282.82995605469,2367.52001953125,11543.9599609375,5636.60009765625,6422.2998046875,4482.60009765625,13072.8701171875,21261.890625,2397.36889648438,1474.23999023438,14564.5302734375
2008-09-30,1166.35998535156,2091.8798828125,10850.66015625,4902.5,5831.02001953125,4032.10009765625,11259.8603515625,18016.2109375,2293.78393554688,1448.06005859375,12860.4296875
2008-10-31,968.75,1720.94995117188,9325.009765625,4377.2998046875,4987.97021484375,3487.07006835938,8576.98046875,13968.669921875,1728.78601074219,1113.06005859375,9788.0595703125
2008-11-30,896.239990234375,1535.56994628906,8829.0400390625,4288,4669.43994140625,3262.67993164062,8512.26953125,13888.240234375,1871.15600585938,1076.06994628906,9092.7197265625
2008-12-31,903.25,1577.03002929688,8776.3896484375,4434.2001953125,4810.2001953125,3217.96997070312,8859.5595703125,14387.48046875,1820.80505371094,NA,9647.3095703125
2009-01-31,825.880004882812,1476.42004394531,8000.85986328125,4149.60009765625,4338.35009765625,2973.919921875,7994.0498046875,13278.2099609375,1990.65698242188,1162.10998535156,9424.240234375
2009-02-28,735.090026855469,1377.83996582031,7062.93017578125,3830.10009765625,3843.73999023438,2702.47998046875,7568.419921875,12811.5703125,2082.85205078125,1063.03002929688,8891.6103515625
2009-03-31,797.869995117188,1528.58996582031,7608.919921875,3926.10009765625,4084.76000976562,2807.34008789062,8109.52978515625,13576.01953125,2373.212890625,1206.26000976562,9708.5
2009-04-30,872.809997558594,1717.30004882812,8168.1201171875,4243.7001953125,4769.4501953125,3159.85009765625,8828.259765625,15520.990234375,2477.56909179688,1369.35998535156,NA
2009-05-31,919.140014648438,1774.32995605469,8500.330078125,4417.89990234375,4940.81982421875,3277.64990234375,9522.5,18171,2632.92993164062,1395.89001464844,14625.25
2009-06-30,919.320007324219,1835.0400390625,8447,4249.2001953125,4808.64013671875,3140.43994140625,9958.4404296875,18378.73046875,2959.36206054688,1390.06994628906,14493.83984375
2009-07-31,987.47998046875,1978.5,9171.6103515625,4608.39990234375,5332.14013671875,3426.27001953125,10356.830078125,20573.330078125,3412.06201171875,1557.2900390625,15670.3095703125
2009-08-31,1020.61999511719,2009.06005859375,9496.2802734375,4908.89990234375,5464.60986328125,3653.5400390625,10492.5302734375,19724.189453125,2667.7451171875,1591.84997558594,15666.6396484375
2009-09-30,1057.07995605469,2122.419921875,9712.2802734375,5133.89990234375,5675.16015625,3795.40991210938,10133.23046875,20955.25,2779.42602539062,1673.14001464844,17126.83984375
2009-10-31,1036.18994140625,2045.10998535156,9712.73046875,5044.60009765625,5414.9599609375,3607.68994140625,10034.740234375,21752.869140625,2995.84790039062,1580.68994140625,15896.2802734375
2009-11-30,1095.63000488281,2144.60009765625,10344.83984375,5190.7001953125,5625.9501953125,3680.14990234375,9345.5498046875,21821.5,3195.30102539062,1555.59997558594,16926.220703125
2009-12-31,1115.09997558594,2269.14990234375,10428.0498046875,5412.89990234375,5957.43017578125,3936.330078125,10546.4404296875,21872.5,3277.13891601562,1682.77001953125,17464.810546875
2010-01-31,1073.86999511719,2147.35009765625,10067.330078125,5188.5,5608.7900390625,3739.4599609375,10198.0400390625,20121.990234375,2989.2919921875,1602.43005371094,16357.9599609375
2010-02-28,1104.48999023438,2238.26000976562,10325.259765625,5354.5,5598.4599609375,3708.80004882812,10126.0302734375,20608.69921875,3051.94311523438,1594.57995605469,16429.55078125
2010-03-31,1169.43005371094,2397.9599609375,10856.6298828125,5679.60009765625,6153.5498046875,3974.01000976562,11089.9404296875,21239.349609375,3109.10498046875,1692.84997558594,17527.76953125
2010-04-30,1186.68994140625,2461.18994140625,11008.6103515625,5553.2998046875,6135.7001953125,3816.98999023438,11057.400390625,21108.58984375,2870.61108398438,1741.56005859375,17558.7109375
2010-05-31,1089.41003417969,2257.0400390625,10136.6298828125,5188.39990234375,5964.330078125,3507.56005859375,9768.7001953125,19765.189453125,2592.14599609375,1641.25,16944.630859375
2010-06-30,1030.7099609375,2109.23999023438,9774.01953125,4916.89990234375,5965.52001953125,3442.88989257812,9382.6396484375,20128.990234375,2398.3701171875,1698.2900390625,17700.900390625
2010-07-31,1101.59997558594,2254.69995117188,10465.9404296875,5258,6147.97021484375,3643.13989257812,9537.2998046875,21029.810546875,2637.5029296875,1759.32995605469,17868.2890625
2010-08-31,1049.32995605469,2114.03002929688,10014.7197265625,5225.2001953125,5925.22021484375,3490.7900390625,8824.0595703125,20536.490234375,2638.79809570312,1742.75,17971.119140625
2010-09-30,1141.19995117188,2368.6201171875,10788.0498046875,5548.60009765625,6229.02001953125,3715.17993164062,9369.349609375,22358.169921875,2655.65795898438,1872.81005859375,20069.119140625
2010-10-31,1183.26000976562,2507.40991210938,11118.490234375,5675.2001953125,6601.3701171875,3833.5,9202.4501953125,23096.3203125,2978.8349609375,1882.94995117188,20032.33984375
2010-11-30,1180.55004882812,2498.22998046875,11006.01953125,5528.2998046875,6688.490234375,3610.43994140625,9937.0400390625,23007.990234375,2820.18090820312,1904.63000488281,19521.25
2010-12-31,1257.64001464844,2652.8701171875,11577.509765625,5899.89990234375,6914.18994140625,3850.76000976562,10228.919921875,23035.44921875,2808.07690429688,2051,20509.08984375
2011-01-31,1286.11999511719,2700.080078125,11891.9296875,5862.89990234375,7077.47998046875,4005.5,10237.919921875,23447.33984375,2790.69409179688,2069.72998046875,18327.759765625
2011-02-28,1327.21997070312,2782.27001953125,12226.33984375,5994,7272.31982421875,4110.35009765625,10624.08984375,23338.01953125,2905.05297851562,1939.30004882812,17823.400390625
2011-03-31,1325.82995605469,2781.07006835938,12319.73046875,5908.7998046875,7041.31005859375,3989.17993164062,9755.099609375,23527.51953125,2928.11108398438,2106.69995117188,19445.220703125
2011-04-30,1363.60998535156,2873.5400390625,12810.5400390625,NA,7514.4599609375,4106.919921875,9849.740234375,23720.810546875,2911.51000976562,2192.36010742188,19135.9609375
2011-05-31,1345.19995117188,2835.30004882812,12569.7900390625,5990,7293.68994140625,4006.93994140625,9693.73046875,23684.130859375,2743.47192382812,2142.46997070312,18503.279296875
2011-06-30,1320.64001464844,2773.52001953125,12414.33984375,5945.7001953125,7376.240234375,3982.2099609375,9816.08984375,22398.099609375,2762.07592773438,2100.68994140625,18845.869140625
2011-07-31,1292.28002929688,2756.3798828125,12143.240234375,5815.2001953125,7158.77001953125,3672.77001953125,9833.0302734375,22440.25,2701.72900390625,2133.2099609375,18197.19921875
2011-08-31,1218.89001464844,2579.4599609375,11613.5302734375,5394.5,5784.85009765625,3256.76000976562,8955.2001953125,20534.849609375,2567.34008789062,1880.10998535156,16676.75
2011-09-30,1131.42004394531,2415.39990234375,10913.3798828125,5128.5,5502.02001953125,2981.9599609375,8700.2900390625,17592.41015625,2359.21899414062,1769.65002441406,16453.759765625
2011-10-31,1253.30004882812,2684.40991210938,11955.009765625,5544.2001953125,6141.33984375,3242.84008789062,8988.3896484375,19864.869140625,2468.25,1909.03002929688,17705.009765625
